ID,Название,Ошибок_x10,Всего,%,URL
1031,[Просчет-РФ] Анастасия ТМГ / Мультитул - 500 шт 26-02-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1QzgTamQt9zz6fLkjqzoEOV9Nts-peRm3ml0pUCk5oRs
801,[Просчет-РФ] Ольга ТМГ / Сумка - 1000 шт 04-03-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1F5kWQUDMTsoJs4P0OAfG-ZLiH7TWMUEqgmXC3o8v2VM
2289,[Просчет-РФ] Татьяна Тихонова Иллан / Шоппер - 6000 шт 22-07-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1Z-xB6TB9c1WRvib8dyOSbppfSrbloWIzmlzO-7m9vbQ
2855,[Просчет] Евгения Егорова Неиллан / Папки тендер 05-02-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1ZRJANhLTJYSLShcXQyG8NnEzXC3RAzNur_SYJpjF2WY
2869,[Просчет-РФ] Екатерина Майорова / Антистресс - 300 шт 22-01-2025,4,8,50.0%,https://docs.google.com/spreadsheets/d/1GTlFYODPCR_PrI2ehkJM1RlNyO3I9y9d4GizHHT91HI
752,[Просчет] ООО Хэдкорн / Рюкзак 15-04-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1Dsc3NeayxGtZKOv-XcxvqR2q5YUMn1GNMU6gfnaz8jU
960,"[Просчет] ХЭДКОРН, ООО / Стулья 05-02-2025",4,4,100.0%,https://docs.google.com/spreadsheets/d/1byg--2cov81F8V0G7k90iNKg9VTRgrfTUyKFCdfH4-U
948,[Просчет] ЯРКИЕ ЗНАКИ / Сумка из кожкартона 04-02-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1_xjy6dmkFSVRaVK7-qen26zjDZxNwzYncBbz2ZdDTSo
545,[Просчет-РФ] Ручка шариковая с круговым нанесением - 5 000 шт.,4,4,100.0%,https://docs.google.com/spreadsheets/d/1gMBWbuCIGqm9xoLzOelJm4SKAtot7IVFz-PMcE0vKsE
1408,[Просчет] ООО Кастомлаб / ланьярд ВК 06-09-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/1PTGEmmhejG45zJNuXGpyLYiJwRcAPgX_vtxcoLNORz8
431,[Просчет-РФ] Marina / 27-05-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1BsWQ-d2ASE7cUYu92ByUHEYO7pvz9UVrhg8hsEJrK8c
1597,[Просчет] ООО МГМ / Ночник Космонавт 30-08-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/1so5ZPKY0e3TRLZuk33EgSjtbOp6L5KyVa7iMmV_jBac
2511,[Просчет-РФ] Иллан Набор для бадминтона 850 шт Т-Банк 24-04-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1cKkLxCtenc22Wx2adjr0iFMvjifjVRG_ATjKVagC8Fg
3141,[Просчет] Юлия Антонова Иллан / ПЗУ отпбанк_КГИ_ММ 27-09-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/1azyV35-Hb6vjfD_AecL1bdO_F0MVAOPFog_O9pu9DMI
804,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 04-03-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1VnZlwLAV2yQhqLr8NGiqkPWP9srgcSEp_nee86zvItg
2501,[Просчет] Ольга Стародубцева Иллан / Расчет_дорожная подушка_1/1000/3000_S7_КГИ_ММ 23-04-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1xLKton67kFRb5xzMWu4d3ssuDajsfOCm1I75ae7Et6g
1020,[Просчет] Катя Майорова / Органайзер 25-02-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1i-hPysu_XYh3aRPRaqn2kxACS80EcM4DbsAIj4LE2dE
3192,[Просчет] Тремобутылка+сумка кросс-боди,4,52,7.7%,https://docs.google.com/spreadsheets/d/1HIJvTtTo_y9Ihqq-RRX6W0u8S5Cbm0T4dnbBOd-u4Ig
384,[Просчет] ООО РПК «Яркие Знаки» / Пакеты 02-07-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1e2hHXHrqnPV4h8QTh8eHQi5BNpBHDIv06sedff3dO0A
390,[Просчет-РФ] Татьяна Confest / Свечи - 400 шт 30-06-2025,4,5,80.0%,https://docs.google.com/spreadsheets/d/18Ocg2GoD5v2Hj-d4v3898NwTcjHUTELc4v73m-uF_Gc
1196,[Просчет-РФ] Брелоки непотопляемые,4,4,100.0%,https://docs.google.com/spreadsheets/d/1WPIsfUi4fuHGQb0mNRNnmrKpDPqjumh83dA3DTzC7x8
1155,[Просчет] Кристина / Папка ежедневник 19-12-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/1BAEgm3lpkyZSYbjdhhYijLmpqg77ZJskxHJ4prqPG-g
959,[Просчет-РФ] Алина Максимова Иллан / Иллан Косметичка бол_S7_КГИ_ММ 05-02-2025,4,8,50.0%,https://docs.google.com/spreadsheets/d/1OuzAjr8IaOVLYokE4kGK2E_dFmaR91SubcZB4JCljtU
554,[Просчет-РФ] светильник майнкрафт,4,4,100.0%,https://docs.google.com/spreadsheets/d/1MS9xjAtHHD9TLySros7zQVV3I6Jj1vM2tau4NkygNe0
1343,[Просчет] Татьяна Рыбалко / Кофеварка и чайник - 2500 шт 18-10-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/1aWZL5Au4IyNnj1WgAMO1UpHhrPEjoOOsM3PxSsr5r-s
2931,[Просчет-РФ] бутылка градиент,4,4,100.0%,https://docs.google.com/spreadsheets/d/1OUCwH2MOEyp1mw53ZtWEoC6ugy0wDIJUz5wXzNyjPrg
434,[Просчет-РФ] XELLO Брелоки с карабином 500 шт. Ирина / 16-05-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/108-zZ8pwdygh44fBfKCJjTOdakEFOvJrUWAYaqRRjCo
420,[Просчет-РФ] 1200: Сувенирка для фестиваля Ecom Open Air,4,4,100.0%,https://docs.google.com/spreadsheets/d/1ABuiOSjeP2uQbzLKGjslNj6OxooEGfIxqM2bQeQzdgA
2528,[Просчет-РФ] Даша Иллан Мосбиржа / Запрос для Фарфорита,4,4,100.0%,https://docs.google.com/spreadsheets/d/12GwmpCvC9DZYUYnQvWrirl0Hf-l_BPZS9L411XQ7VyI
2500,[Просчет-РФ] Подарочный набор для китайской автоконференции / 250 шт. / Юлия Коверник / 18-04-2025,4,6,66.7%,https://docs.google.com/spreadsheets/d/1UC7Qtc0I0nDIDnXd3_972GbRCEttQr2CjcKU7-f9tpY
805,[Просчет-РФ] вееры,4,4,100.0%,https://docs.google.com/spreadsheets/d/1HKmpHyvrH9munSjb_a6ivgLy5NDpQnLpUC37GIyctX8
436,[Просчет-РФ] Александра / Игрушки 17-06-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1wjPacaLriKi0l1Fl2YkMlsf2DTBfcWGdr3wyzvYa3BQ
1433,[Просчет] Ксения Щербакова Иллан / Ручки кастомные 10-09-2024,4,4,100.0%,https://docs.google.com/spreadsheets/d/18fwjlw_EpR5cjZp6jRb3PtKngCp3EbNrTDcucKsAPjA
1427,[Просчет] снежный шар,4,4,100.0%,https://docs.google.com/spreadsheets/d/10A5hx35mCVH1MasvoG7Pgy3fBiwUCJNhImvwQZfW60Y
754,[Просчет] Оля Стародубцева / Расчет_фетровые елки_300_Норникель_КГИ_ММ 15-04-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1S5JjG1TzLTA3MRc-1KeXCo8SB_3wRmnU79CPE7QPPUM
755,[Просчет-РФ] Бутылки для воды,4,4,100.0%,https://docs.google.com/spreadsheets/d/1RlafBnv0F3_KLBsuAd4ACGLMOiVi3kA96drZFw4sIO0
796,[Просчет] Иллан / Расчет_Датчики движения со звуком_TEBOIL_КГИ_ММ 03-03-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1ClAptQWZpfGEfpCLaDc_0Dp3r3qaYhh1oI6a7xDahgU
2649,[Просчет-РФ] 79625265527 / 10-03-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1AfoXKcWpD_MySVbWdbI5xHGe7oayAPJBObcJXnQtJyg
594,[Просчет] Ольга Стародубцева Иллан / биван_558_МТС_КГИ_ММ 02-06-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1UsOSYdbKZY5jbrBhpMvpSBzMbFSQpsfA-ERPXpMt4jA
621,"[Просчет] ООО ""КГИ"" / Расчет _ланьярды 1000шт_Вайлдберриз_КГИ_ММ 22-05-2025",4,4,100.0%,https://docs.google.com/spreadsheets/d/1YCCt2Dl4-iy8T4jOf4mgwjs5IkW-CCkRmUny4TiANvA
153,[Просчет] Екатерина Елагина / востокцемент 800 шт 24-07-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1CrNNVnXSTdrtXdsddU61poLlaSTHWRaa1og536vUQYA
190,"[Просчет-РФ] шнурки для телефона, 500-1000 шт",4,4,100.0%,https://docs.google.com/spreadsheets/d/1cKUBTyJOF84ZNpt1s7FtTa2El7kAsJvpJ1N-gZ3O4Uk
2517,[Просчет-РФ] Иллан / Расчет_Антистресс_2000/3000 шт_ОЗК_КГИ_Мегамаинд 24-04-2025,4,4,100.0%,https://docs.google.com/spreadsheets/d/1Sk-a3XGJmsbl-FFYS1iuJ758ZabPv6rufbjN6d_ZHl8
823,[Просчет-РФ] Дарья Ельницкая Иллан / Ремувки додо 06-03-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/18Keuqv6o_zxUtXBnnry1N6ufh85rzwV0RzIklhoXXt8
942,[Просчет-РФ] Мария Княгинина / Иллан спортивное полотенце_100/300/500_Kept_КГИ_ММ 03-02-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1iIEvmn_siU4f78kwBF0lktlGBKBwyUBlM7e3O057Bh4
2692,[Просчет-РФ] брендированные зеркала,3,3,100.0%,https://docs.google.com/spreadsheets/d/1ruSG8P8wKCbnAV-ns8PyUCjYZZYpu90PY7tOoXUCors
2914,[Просчет-РФ] браслетик,3,3,100.0%,https://docs.google.com/spreadsheets/d/1IIO9n3vG-g8N5Qen7wwQ89BGgFvomUeXXYduUwR813E
1415,[Просчет] Брендированные товары,3,3,100.0%,https://docs.google.com/spreadsheets/d/1KtPf9QSNFGlGY0lmXY22GO4qc4SqJpLPEJIM66L9b2I
1978,"[Просчет] ООО ""ББ"" / Расчеты на новые позиции_Иллан Лаб 19-04-2024",3,91,3.3%,https://docs.google.com/spreadsheets/d/1NWxW4zNZxvPrmzpF54zQy58u1ZGR9zZExA2X2tnqW7I
1388,[Просчет] Екатерина Майорова / Вечные счечи - 500 шт 05-09-2024,3,3,100.0%,https://docs.google.com/spreadsheets/d/1yV00Mv92JIBwfKLEL-CeinWmrh-E3-VL5ImwlGA6P18
2865,[Просчет-РФ] Лада,3,3,100.0%,https://docs.google.com/spreadsheets/d/1r9ZpqyzRohZEJbE0-p6pO0V9_Xr8t24rlatkbvjdaKI
2910,[Просчет-РФ] Мария Княгинина / Рюкзаки 625 шт_тендер_Озон 29-01-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1llXq60o4vunez3d0XAQhrKvb5iq9dVWDFLB1Vsqhxks
1002,[Просчет-РФ] Крэт ежики,3,4,75.0%,https://docs.google.com/spreadsheets/d/17_5qDt31HV6gou61XhLUkBtnqnVziRwpgSFIRC-0Bic
2721,[Просчет-РФ] РД Кухонная утварь / 20-03-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1lpe_jcUtdygcxm0MNuuxG9tWWqVNfuewIOcUmOIgXZI
2907,[Просчет-РФ] Антон / 21-01-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1DMoD5K6-aqjj3BSEynzuNxnkmjG--4yrIPDOn3-mnAo
2522,[Просчет-РФ] Встреча в Китае / кепки,3,3,100.0%,https://docs.google.com/spreadsheets/d/1kV40AfsOE2Z3oCywtZONkGUp3X2aI3jibgAxvqDOJN0
854,[Просчет-РФ] Пакеты пупырки 1000 шт Технопрогресс,3,3,100.0%,https://docs.google.com/spreadsheets/d/17au64XJeilGAZsc4iuTNgWaUrcXcUf38tRfFmTVj-ms
459,[Просчет-РФ] Виктория Яндекс / Фурнитура для Еcom,3,3,100.0%,https://docs.google.com/spreadsheets/d/1rwBWnAZCIXNVC6Fh3yYRRaJW9Soa0nK9Sb3gOsVPjF8
1065,[Просчет-РФ] Олеся Матвеева / Иллан / Статуэтка Звезда 1396 шт 03-12-2024,3,4,75.0%,https://docs.google.com/spreadsheets/d/13bstKvXu0V5iZVUSBiRn2Vch-_aPR-a4gkT61Mh_bu4
2797,[Просчет] Иллан / Орлята 04-04-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1tY7BCDwHoZtQuQcI4RNDNyg4puAs7f9umfbDJA8Lqzk
3105,[Просчет] Конструктор-календарь 1000 шт,3,3,100.0%,https://docs.google.com/spreadsheets/d/1BtS4w4kOyzsSJBdIGfxhQw34VV3ZgbkSGfNwepnB4Wc
518,[Просчет-РФ] Ольга TooManyGifts / Чехол для кружки 13-05-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1oaq0wQ_CaT5LsN0ipRxSIvU2pKrwRBSYgJkog6p7ESo
2834,[Просчет-РФ] РД Полотенца / 20-03-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1dbdGSrw0jA-A91qiRPc2zD4J0Iop3mlk8Nn48wPgHLM
2954,[Просчет-РФ] Запрос стоимости форма для запекания 250 шт,3,3,100.0%,https://docs.google.com/spreadsheets/d/1w3vdRsTiTHbYx0BIdBuB0fDb5WBxqJRp_Hhq12XbIfQ
492,[Просчет-РФ] наклейки для пакетов С7,3,3,100.0%,https://docs.google.com/spreadsheets/d/1djurlU45aXxf6dCPETzc4KR3fXCwBEJ88JDsFrBq0i0
1050,[Просчет-РФ] Поставка наборов цветных карандашей в брендированной упаковке с индивидуальным дизайном,3,3,100.0%,https://docs.google.com/spreadsheets/d/150KtSCkzA9zT5YPzO5iTsVvr0UHDFdcbKibGOduKpjQ
2833,[Просчет] ООО МГМ / Массажеры 20-03-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1znZxLbBTp1BKDDaVgRROuxoYf8mf7cUVvmtdsphX6Dg
2364,[Просчет-РФ] Таня Иллан / диктофон,3,3,100.0%,https://docs.google.com/spreadsheets/d/16yIb3WSRB7tTBV3ZJfFAysKUv80IIC_DTiSPjO7gzQg
682,[Просчет-РФ] Запрос косметички,3,3,100.0%,https://docs.google.com/spreadsheets/d/1v-5psiGUfxkQTlAu6eHelT0dyvwcE0_ayGS2sN0r9X4
2763,[Просчет-РФ] Заказ,3,3,100.0%,https://docs.google.com/spreadsheets/d/1UwMei53qRansW8bqGz27T-RzPLQ4OfVwpirZlvaQ6vM
469,[Просчет-РФ] Лиза Иллан/ Яндекс перьевые ручки желтые,3,3,100.0%,https://docs.google.com/spreadsheets/d/1qoAFrVjmaZWljcxZxBicCHNGIJpH_LfFp8VC3Cexw8U
2824,[Просчет-РФ] Силиконовая косметичка,3,3,100.0%,https://docs.google.com/spreadsheets/d/1KuC-yIhGYyArfcqpNguLpyaYh41993ABwU9NGFuDQvc
2367,[Просчет-РФ] Татьяна TooManyGifts / Карабин и браслет 27-05-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1VqHuZWR-1DcDClSq1Dx64mG5D2TLqxH3QeO0P1i8Ks4
2560,[Просчет-РФ] Запрос Аромадиффузор_3305 шт__ООО Полиграфия __,3,3,100.0%,https://docs.google.com/spreadsheets/d/10foowA-IDEd_W-s8NtktHalW2XeqAoxGk0PPZZ4r1jM
778,[Просчет-РФ] ⠀Дарья/Алина LEVEL UP/ 3D-маски для сна 170/300/500 шт. / 25-04-2025,3,3,100.0%,https://docs.google.com/spreadsheets/d/1wsaJBrsTh5GJEDpTBvvgpXJ9eeXBbvfcHs-EftXZH04
383,[Просчет-РФ] Календари 3D,3,3,100.0%,https://docs.google.com/spreadsheets/d/1lcRg9sRMmpxIMU0VCzLDgRvuFYyZ4dWfHSpo52_emyQ
1034,[Просчет-РФ] Лена Иллан / ВБ образцы со встречи (команда Жени),3,4,75.0%,https://docs.google.com/spreadsheets/d/1SLGwuj_4-pD2EEV689T7pKeGWUtK7PnIQWXFfKRztAg
1587,[Просчет] Заказ жестких дисков с логотипом,3,3,100.0%,https://docs.google.com/spreadsheets/d/1gjI-ost9uS0-YNxFTSjN6RQbXf3YLxriS3VFLgqhxN0
3026,[Просчет] наушники,3,3,100.0%,https://docs.google.com/spreadsheets/d/1W-QOsLeSQ3s8_EAnTZRw9s0sFMFZBjT1itUWwQ9i-K4
386,[Просчет-РФ] YADRO / пакеты 300 шт,3,3,100.0%,https://docs.google.com/spreadsheets/d/1Mvg_vMJVyuEeY1itkpqsNmz2qKN9CBFc84RrGXPFZfU
2730,[Просчет] Полина Вальницкая / Расчет (Полиграфия)_Ежедневники_12 000 шт_Банк России / ЦБ РФ_КГИ_ММ 22-06-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1cT_lqjwQ_yrLVi3cwQuYfLtsET2OBbTpdzn1OMA5J7o
1371,[Просчет] Рюкзак,2,2,100.0%,https://docs.google.com/spreadsheets/d/1TB5oBfM1o76WKhpUK7DZ4EyBMWwoerLyO5IOlslS4dU
1359,[Просчет] Re: Алексей / таблетницы 4life,2,2,100.0%,https://docs.google.com/spreadsheets/d/1HkTNFxnCDJ6VRNz9CdcvEniM6eW1XwyQpSD53Gn_Gw4
2888,"[Просчет-РФ] Zum-zum / Сеть аптек ""Ваша №1"" 24-01-2025",2,2,100.0%,https://docs.google.com/spreadsheets/d/1EJqTOhFK9yE_ZjQUhiqcFSJDHSn5_VlLHq0sRh5vWDA
2863,[Просчет-РФ] Картхолдеры,2,2,100.0%,https://docs.google.com/spreadsheets/d/16qiwrKxco8qEsbYlvhI0DcKDkwX-nL2NqqFvCl93d8Q
572,[Просчет] Лада Кузьминская / Одноразовая камера_КГИ_ММ 19-05-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1AHRDTHggNPV_ulDZ9iNeMv_bXovmfXDqDwzamgZRPjg
2320,"[Просчет] ХЭДКОРН, ООО / Антистресс тест 15-07-2025",2,2,100.0%,https://docs.google.com/spreadsheets/d/1HWGNEIFca5GK80LGx73mTqtUiBUSfPTsf0JR37N8MjA
2452,[Просчет] РА Апельбург / Бутылка 105 шт 16-04-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1HdfQ6lgDLzzAdByRFuQeWgWOerjk0ln_wJC-8tnqoGg
2485,"[Просчет-РФ] 423, картхолдер",2,2,100.0%,https://docs.google.com/spreadsheets/d/1G8uozArwOCO_2zOBThYh8wsOc1x5ukh4SXCFt-k6UsE
1199,[Просчет] Юлия Антонова Иллан / Беспроводная зарядка_МТС Градиент_КГИ_ММ 15-11-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/19kzWYPOYZJ1IVOnbdNdLOZPS--dcNYoWPkKNsSrJmyE
2453,[Просчет] Иллан / Косметичка_Palitra_в коллекцию Нить Ариадны 16-04-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1tsYAGEOS26YdYu1Vr4DrbVsk2jH_PQAbMcrEfRCHlps
2862,[Просчет-РФ] Дарья Ростовцева / 04-02-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/16oBV5WU7QcDXt9DdM5I2fwbDIqUVJydq_cJQWMIS3S8
598,[Просчет] Ольга Стародубцева Иллан / значки_24000_Норникель_КГИ_ММ 28-05-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1BqQEFHOIkL-By2sDIpYgV940PrrQNMXGBqdtH-b0opI
611,[Просчет] Ольга Стародубцева Иллан / сумка-чехол_1000_МТС_КГИ_ММ 19-05-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1d04Ijfn_C-QS_4IDoMdmoGUnyoaoFQJ49TjW68Spbyk
2527,[Просчет-РФ] Дарья Ельницкая Иллан / Очки с картриджами_200шт 02-06-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1GmHDXAReb4tEeTfIYdb6FMrIOdCjYCcvISHIUqg7Bik
1006,[Просчет] Ольга Стародубцева Иллан / сумка-мессенджер_500_МТС Live_КГИ_ММ 24-02-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1WAFUU24pT09MOPtouFhCz35lyYWcpH6-OONF6w0On3s
1010,"[Просчет] ООО ""БРЕНДИФИ"" / Кружка Стэнли 25-02-2025",2,2,100.0%,https://docs.google.com/spreadsheets/d/1VkmdeLQF8s7D71aiJof5c3tSUgTOmy8N-cQuX8nr9W8
2519,[Просчет-РФ] Сода антистресс / 24-04-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1JzsTo94J3BUNrgyQrFQhSS6Itx6lZ02jCiSwnxXljZM
1951,"[Просчет] ООО ""КГИ"" / Билайн светящийся мерч 07-05-2024",2,6,33.3%,https://docs.google.com/spreadsheets/d/1hNtnAT1OKViKp3AgHmbZ9KB0KSQiYf8YoVMNgSnvVCk
1206,[Просчет-РФ] Татьяна Рыбалко / Ручки - 5000 шт 18-11-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1xcF_6QX04vZga5Y8TWgFaukKvqzzzMmwKK_HsnRZfiE
363,[Просчет-РФ] Яна Березнева Иллан _подвес_500-1000 шт_Москва_КГИ_Мегамаинд / 07-07-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1XykHPO-eXQHdVHllAz7_AvbuTdWnTMxKz104OYn1dqU
2647,"[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Кепка, ручка, планшетка, лента_1500/8500/1600/100_Альфа-банк_КГИ_ММ 12-03-2025",2,2,100.0%,https://docs.google.com/spreadsheets/d/1f4kb9TTazGcJao5wvFoW5Ck2EEXgcUUeP6i0kZLTwkA
217,[Просчет-РФ] Карина Сафиулина / просчет на набор 11-07-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1svELrQ7HuxBgTQAHys-zB-dP6Ye1V0EuVEhb3KO9xCk
2848,[Просчет] Алина Зернова / ведра под шампанское 21-03-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1FUIIx66lQegwiEe1Aj35oTHBRNJZC84gJX1Bpv3r1hg
3015,[Просчет] Запрос Особые подарки № 34933,2,2,100.0%,https://docs.google.com/spreadsheets/d/19KlS39bUqYO9nw2Yug9ce0fDmTKsr6iaTpEFI7Shw9M
954,[Просчет] Север Минералс / Ручки 05-02-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1bDtXEozJguL9n4_4DOezG_DyNv_xr0DPLCmBvNeeQP4
767,[Просчет-РФ] ART FLASH STORE / 21-04-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1dyCKeMpoZteB0ZXPa1l3I0T-0K0y4-KEjuQyugNMx-I
997,[Просчет] Лаура Гугкаева / Расчет Тендер Тебойл 2025_КГИ_ММ 24-02-2025,2,4,50.0%,https://docs.google.com/spreadsheets/d/17rnkyH1FoycWrGdImQ848r5zRXGpeAQVt7DvfxTLLMk
2336,[Просчет] Елизавета Шелопаева / елочные игрушки 10-07-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1fv_hqhrfwxUy1xoRy48NAyYefVAyOtHXgQDlr8k5vCk
1159,[Просчет-РФ] Рюкзаки тендер/ Газпром,2,2,100.0%,https://docs.google.com/spreadsheets/d/1SEtVg_8GNUb126BUxptbkzH4MynrqoltNkeMzXuE_-4
216,[Просчет-РФ] Маргарита Агентство Меркуцио / Снежный шар 11-07-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1--cmGmLjMT-YThMA748K5ad-2YQBvqJ6_WecpjPiGqk
85,[Просчет-РФ] Лампы,2,2,100.0%,https://docs.google.com/spreadsheets/d/1D9Wk9TV-nc-Cq7Eic83-6MQ4G13xy4MUCLhdOCVKzAw
1367,[Просчет] запрос,2,2,100.0%,https://docs.google.com/spreadsheets/d/1aTCaS5IZXEwstHbiVfabu30y3lnQA8k8YB2v6trgIZY
1207,[Просчет] Иллан / Разработка гендерные 18-11-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1tiiOfeTzUdkgzTZRNSJhZPCYvxYt2cYJ5kkRc6rbqlU
819,[Просчет] Полина Вальницкая / Расчет (Полиграфия)_Ежедневник_4000_Билайн_КГИ_Портобелло_ММ 05-03-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1zmKbif33ebHygYrOyzGD1UV-koyzD8sWLttF01xsEX4
2722,[Просчет-РФ] демонстрационные магнитные доски для шашек в наших корпоративных цветах и с нашим логотипом,2,2,100.0%,https://docs.google.com/spreadsheets/d/1B4oKDK97gy0IAieQnSOtAY0kLsZaiRIfBs70ztXKwkw
2905,[Просчет-РФ] Екатерина Майорова / Иллан Термобутылка стальная_300 шт_Новикомбанк 29-01-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1UHzmQDdIDFXgL8-_p2-lYBoJumCCof0FW-qMnD6dEMk
1363,[Просчет] Винное казино 500шт,2,4,50.0%,https://docs.google.com/spreadsheets/d/1-qWkQ-_JWbb04F80WwdIv40bj1eyyLGx-IhxbDGwcBo
574,"[Просчет] Лаура Гугкаева / Расчет (Универсальная позиция)_Ретрактор, чехол для наушников, ланъярд_300шт_Сравни.ру_Промогифтс_ММ 05-05-2025",2,2,100.0%,https://docs.google.com/spreadsheets/d/1UYL3qT545GNwWdJA2PXyHR3mmXFhS7OZrT2-9QpCBzU
945,[Просчет] Сумка из фетра Zeytz 03-02-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1xd0gm_v6Kjqlz1eggS6Pc8Bpg3U4cSOE8avfeRbk7U8
3010,[Просчет] Полина Вальницкая / ежедневники 800 шт_Лотте_ММ 03-10-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1yKoBzA5Gpqt1SGezKka3mgaxcTkeR0xAw_MoBO_coGU
3004,[Просчет] Екатерина Майорова / Светильник с фломастером и пультом 03-10-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1whDBKQnWwfMltc41tlY4FpVrSbNiQlIuik8oWGWdLb0
1160,[Просчет-РФ] Екатерина Литвина / ИЛЛАН/ Газпром/ Рюкзак 500 шт. 20-12-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1LKGj6VRsqOxJMIJXZOfAb0yO5psLPWjMF_-ZSQmhMjk
1438,[Просчет] Изготовление шопперов,2,2,100.0%,https://docs.google.com/spreadsheets/d/1Hd7yEzQu46I1Dz2jGX3tKQaB9UrFQsRFndNg_wEKKLY
2657,[Просчет-РФ] Яна ТМГ / рюкзаки Роснефть,2,2,100.0%,https://docs.google.com/spreadsheets/d/1JuKYcuvmbnKQbB-OnmoNAx_uQZlD4FfcS1I57-DjGn0
1202,[Просчет] Щербакова Ксюша / Расчет (Универсальная позиция)_стерео очки_3300 штук_Т1_КГИ_ММ 15-11-2024,2,2,100.0%,https://docs.google.com/spreadsheets/d/1DsRNy-cuPoaQPTNruXpz2AjhnLMn7z_VkmvVB-nv0_I
1000,[Просчет] Лаура Гугкаева / Расчет (Универсальная позиция)_Шопперы Пуффер_350 шт_Селекти_Промогифтс_ММ 24-02-2025,2,4,50.0%,https://docs.google.com/spreadsheets/d/1IrLFYr8M9uzXFBxrHO8G8t9qmPYgYd2FxbjVVamHb2k
1014,[Просчет-РФ] Запрос № 37564,2,2,100.0%,https://docs.google.com/spreadsheets/d/1XMt3PZJAMK5KabNt-hTYCBFNe4aCAdoC2-sc_KdMvHI
2535,[Просчет-РФ] Ева / 24-06-2025,2,2,100.0%,https://docs.google.com/spreadsheets/d/1tgqM0vDtuOObYx6AtJYZ17SmsFJY-p8DZ_6f5tK2rys
